🕘️更新时间,#genre#
CCTV-6,http://3501776.xyz:35455/itv/1000000005000265006.m3u8?cdn=ystenlive
CCTV-7,http://z.b.bkpcp.top/m.php?id=cctv7
CCTV-7,http://hangfun.top:35455/gaoma/cctv7.m3u8
CCTV-7,http://home.wwang.pw:35455/itv/1000000005000265007.m3u8?cdn=ystenlive
CCTV-7,http://www.clmy.cc:35455/gaoma/cctv7.m3u8
CCTV-7,http://li0580.top:35455/gaoma/cctv7.m3u8
CCTV-7,http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221226946/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7E2bEV_zkW1hRnWmsZq6rlbw%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
CCTV-7,https://api.olelive.com/dis/live/CCTV7HD/hls.m3u8
CCTV-7,https://www.freetv.top/migu/673168121.m3u8?migutoken=a878b713604abd82c57cce75de174e0284d3f101e21d0c3e362670e4b5a5e75d9b42846e5e0adf92c1ad15c63d60934f3e68c25f787bc0665d12acde75a6db4761278e79b762292ed5b5a2fae3
CCTV-7,http://3501776.xyz:35455/itv/1000000005000265007.m3u8?cdn=ystenlive
CCTV-7,http://112.18.54.52:35455/itv/1000000005000265007.m3u8?cdn=ystenlive
CCTV-8,http://z.b.bkpcp.top/m.php?id=cctv8
CCTV-8,http://58.17.48.228:808/hls/8/index.m3u8
CCTV-8,http://hangfun.top:35455/gaoma/cctv8.m3u8
CCTV-8,http://home.wwang.pw:35455/itv/1000000005000265008.m3u8?cdn=ystenlive
CCTV-8,http://www.clmy.cc:35455/gaoma/cctv8.m3u8
CCTV-8,http://wab201.win:35455/gaoma/cctv8.m3u8
CCTV-8,http://li0580.top:35455/gaoma/cctv8.m3u8
CCTV-8,https://api.olelive.com/dis/live/CCTV8HD/hls.m3u8
CCTV-8,https://www.freetv.top/migu/624878356.m3u8?migutoken=170b73b07e0cf0d307afea3545da5b9609d7c15461a2f4ac0f43634101df9baf391a446b91e5f84446b6a3b0934bb4730e2f3c4a32a565f904f22c8ff745a094d45dfd49c54f31b0b78156a080
CCTV-8,http://3501776.xyz:35455/itv/1000000005000265008.m3u8?cdn=ystenlive
CCTV-9,http://z.b.bkpcp.top/m.php?id=cctv9
CCTV-9,http://58.17.48.228:808/hls/9/index.m3u8
CCTV-9,http://home.wwang.pw:35455/itv/1000000005000265009.m3u8?cdn=ystenlive
CCTV-9,http://www.clmy.cc:35455/gaoma/cctv9.m3u8
CCTV-9,http://wab201.win:35455/gaoma/cctv9.m3u8
CCTV-9,http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221226944/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EgdZMBjOTdDWVEgovFkZoew%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
CCTV-9,https://api.olelive.com/dis/live/CCTV9HD/hls.m3u8
CCTV-9,https://www.freetv.top/migu/673168140.m3u8?migutoken=749c49cdc31bb395e0349adc81010adc8707f80e51e9d3491ad67bfa71388ad768f7b52c8064338a7ef45eb7ddb192fb4937b21681c82499a0c16653ad9a9bec98ff5ce6ab183e4029bbdf269e
CCTV-9,http://3501776.xyz:35455/itv/1000000005000265009.m3u8?cdn=ystenlive
CCTV-9,http://112.18.54.52:35455/itv/1000000005000265009.m3u8?cdn=ystenlive
CCTV-10,http://z.b.bkpcp.top/m.php?id=cctv10
CCTV-10,http://58.17.48.228:808/hls/10/index.m3u8
CCTV-10,http://hangfun.top:35455/gaoma/cctv10.m3u8
CCTV-10,http://home.wwang.pw:35455/itv/1000000005000265010.m3u8?cdn=ystenlive
CCTV-10,http://www.clmy.cc:35455/gaoma/cctv10.m3u8
CCTV-10,http://wab201.win:35455/gaoma/cctv10.m3u8
CCTV-10,http://li0580.top:35455/gaoma/cctv10.m3u8
CCTV-10,http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221226937/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7Egbbk6OxyTS2utbJWm7Qw1w%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
CCTV-10,https://api.olelive.com/dis/live/CCTV10HD/hls.m3u8
CCTV-10,https://www.freetv.top/migu/624878405.m3u8?migutoken=07b6e1d4124dd85ca8138b8d8dcd646323952053748d7d5ac0a2b31dcb6626c605fb05470545bd0f7e0d23e807e6909b517b2b8b5e2eaa926600edaa15d80aee9b900245924108c86040411cd4
CCTV-11,http://z.b.bkpcp.top/m.php?id=cctv11
CCTV-11,http://hangfun.top:35455/gaoma/cctv11.m3u8
CCTV-11,http://home.wwang.pw:35455/itv/1000000005000265011.m3u8?cdn=ystenlive
CCTV-11,http://www.clmy.cc:35455/gaoma/cctv11.m3u8
CCTV-11,http://wab201.win:35455/gaoma/cctv11.m3u8
CCTV-11,http://li0580.top:35455/gaoma/cctv11.m3u8
CCTV-11,http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221226334/1.m3u8?servicetype=1&accountinfo=%7E%7EV2.0%7E0RcQQbNseiHvFO8XWf466A%7EPepnxHHB2d6Hk2dZWM77MyFlBN5q1KnYLvimM9pqT7Fu7CeinMHJqra3zokMRz7n%7EExtInfo9bj61dxzlMXrsixrqcFYPg%3A20240420192552%2C%2C%2C20240420192552%2C%2C10001000275495%2C-1%2C0%2C1%2C-1%2C%2C2%2C2201300%2C%2C%2C2%2C%2C%2CEND&GuardEncType=2
CCTV-11,https://api.olelive.com/dis/live/CCTV11HD/hls.m3u8
CCTV-11,https://www.freetv.top/migu/667987558.m3u8?migutoken=16827d54043eba69d051685229b1d0623c01f398f643b3a7d912c9929d6525025ef57eb61666d45bb70dfc86405aa336ca762f0bda4f0284d98eddae4042805df42661f954a1d40820829ec8c2
CCTV-11,http://3501776.xyz:35455/itv/1000000005000265011.m3u8?cdn=ystenlive
CCTV-12,http://z.b.bkpcp.top/m.php?id=cctv12
CCTV-12,http://home.wwang.pw:35455/itv/1000000005000265012.m3u8?cdn=ystenlive
CCTV-12,http://www.clmy.cc:35455/gaoma/cctv12.m3u8
CCTV-12,http://wab201.win:35455/gaoma/cctv12.m3u8
CCTV-12,http://li0580.top:35455/gaoma/cctv12.m3u8
CCTV-12,http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221226942/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7E9nVa4WyKpuJgFy6Zh4TplQ%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
CCTV-12,https://api.olelive.com/dis/live/CCTV12HD/hls.m3u8
CCTV-12,https://www.freetv.top/migu/673168185.m3u8?migutoken=37acadb43b1d7932b0a1e8a4f2d01a06b42a10c31f3ccb417bae200ac3028f30a8110509f2cd6cd130aee4b21c85693aa49817f3381e4d28e140d8db1a20b6fecea22fec17a70ff1341efe6081
CCTV-12,http://3501776.xyz:35455/itv/1000000005000265012.m3u8?cdn=ystenlive
CCTV-12,http://112.18.54.52:35455/itv/1000000005000265012.m3u8?cdn=ystenlive
CCTV-13,http://z.b.bkpcp.top/m.php?id=cctv13
CCTV-13,http://home.wwang.pw:35455/gaoma/cctv13.m3u8
CCTV-13,http://www.clmy.cc:35455/gaoma/cctv13.m3u8
CCTV-13,http://wab201.win:35455/gaoma/cctv13.m3u8
CCTV-13,http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221226316/1.m3u8?servicetype=1&accountinfo=%7E%7EV2.0%7EqHPe9pEEWJ00hz1ArnRZVA%7EPepnxHHB2d6Hk2dZWM77MyFlBN5q1KnYLvimM9pqT7FeVpwiXzm8Z1FT0IzXPiAe%7EExtInfo9bj61dxzlMXrsixrqcFYPg%3A20240420192554%2C%2C%2C20240420192554%2C%2C10001000275495%2C-1%2C0%2C1%2C-1%2C%2C2%2C2201300%2C%2C%2C2%2C%2C%2CEND&GuardEncType=2
CCTV-13,https://api.olelive.com/dis/live/CCTV13HD/hls.m3u8
CCTV-13,https://www.freetv.top/migu/608807423.m3u8?migutoken=ac19a58805588401a8e818b6dd00df9b327912af3611ba95f89235e7020821668a2b6dc65ccc3904967da59d0a9742565c56ea582baf8915d068035054818ef0f369dab64705a6a7f7120529ec
CCTV-13,http://3501776.xyz:35455/gaoma/cctv13.m3u8
CCTV-13,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0290&tk=b53028476470
CCTV-13,https://fmbox.cc/公众号玉玉软件库/tv/migu.php?id=cctv13
CCTV-14,http://z.b.bkpcp.top/m.php?id=cctv14
CCTV-14,http://58.17.48.228:808/hls/14/index.m3u8
CCTV-14,http://hangfun.top:35455/gaoma/cctv14.m3u8
CCTV-14,http://home.wwang.pw:35455/itv/1000000005000265013.m3u8?cdn=ystenlive
CCTV-14,http://www.clmy.cc:35455/gaoma/cctv14.m3u8
CCTV-14,http://wab201.win:35455/gaoma/cctv14.m3u8
CCTV-14,http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221226947/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EgtTqPYLE5COifF-qvYi2Ig%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
CCTV-14,https://api.olelive.com/dis/live/CCTV14HD/hls.m3u8
CCTV-14,https://www.freetv.top/migu/624878440.m3u8?migutoken=239edad94ac0bbff14f123c7f8996ed7639110bd6cf64ec8ba8cf85842224956d452ec8b683385cb27f8a7685224a03e3aa4d914b8fe33249da9df699351b105c795452d03f2be0a1f1e39adb0
CCTV-14,http://3501776.xyz:35455/itv/1000000005000265013.m3u8?cdn=ystenlive
CCTV-15,http://z.b.bkpcp.top/m.php?id=cctv15
CCTV-15,http://hangfun.top:35455/gaoma/cctv15.m3u8
CCTV-15,http://home.wwang.pw:35455/itv/1000000005000265014.m3u8?cdn=ystenlive
CCTV-15,http://www.clmy.cc:35455/gaoma/cctv15.m3u8
CCTV-15,http://wab201.win:35455/gaoma/cctv15.m3u8
CCTV-15,http://li0580.top:35455/gaoma/cctv15.m3u8
CCTV-15,http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221226333/1.m3u8?servicetype=1&accountinfo=%7E%7EV2.0%7EWyklhmFh7oMx-lG1tNUcSQ%7EPepnxHHB2d6Hk2dZWM77MyFlBN5q1KnYLvimM9pqT7Ggfx09IYQ0HOnjH2d6pZUp%7EExtInfo9bj61dxzlMXrsixrqcFYPg%3A20240420192557%2C%2C%2C20240420192557%2C%2C10001000275495%2C-1%2C0%2C1%2C-1%2C%2C2%2C2201300%2C%2C%2C2%2C%2C%2CEND&GuardEncType=2
CCTV-15,https://api.olelive.com/dis/live/CCTV15HD/hls.m3u8
CCTV-15,https://www.freetv.top/migu/673168223.m3u8?migutoken=4e8d5766579c6bef231494cabd07e5b49d965804790214280c9791e4c331fd90311cb62ea43d3a1899229bfa57be4afe5a567b32a6b78153fc9a9801e28a39435e078b48c211e71d6083519be4
CCTV-15,http://3501776.xyz:35455/itv/1000000005000265014.m3u8?cdn=ystenlive
CCTV-16,http://58.17.48.228:808/hls/25/index.m3u8
CCTV-16,http://hangfun.top:35455/gaoma/cctv16.m3u8
CCTV-16,http://home.wwang.pw:35455/itv/1000000006000233002.m3u8?cdn=ystenlive
CCTV-16,http://www.clmy.cc:35455/gaoma/cctv16.m3u8
CCTV-16,http://wab201.win:35455/gaoma/cctv16.m3u8
CCTV-16,http://li0580.top:35455/gaoma/cctv16.m3u8
CCTV-16,http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221227002/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EX9goLRw26BM_r54des2PAw%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
CCTV-16,https://api.olelive.com/dis/live/CCTV16HD/hls.m3u8
CCTV-16,http://3501776.xyz:35455/itv/1000000006000233002.m3u8?cdn=ystenlive
CCTV-16,http://112.18.54.52:35455/itv/1000000006000233002.m3u8?cdn=ystenlive
CCTV-17,http://z.b.bkpcp.top/m.php?id=cctv17
CCTV-17,http://home.wwang.pw:35455/itv/1000000005000265015.m3u8?cdn=ystenlive
CCTV-17,http://www.clmy.cc:35455/gaoma/cctv17.m3u8
CCTV-17,http://wab201.win:35455/gaoma/cctv17.m3u8
CCTV-17,http://li0580.top:35455/gaoma/cctv17.m3u8
CCTV-17,http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221226318/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EEkwQnoHNXRDb-IayWakK1A%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
CCTV-17,https://api.olelive.com/dis/live/CCTV17HD/hls.m3u8
CCTV-17,https://www.freetv.top/migu/673168256.m3u8?migutoken=11fec7586772852c5b34d75ff515080f8def9861a030c98c5861b036729d642445a7bc5b0cd43e7086ca1903346f6cbad01b639771ee3bd13e653bdb2d14f169744862c9695688b0b177bc144a
CCTV-17,http://3501776.xyz:35455/itv/1000000005000265015.m3u8?cdn=ystenlive
CCTV-17,http://112.18.54.52:35455/itv/1000000005000265015.m3u8?cdn=ystenlive
CETV1,http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221227021/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7ELlgU9sgTT7iMtFgKHFa-dA%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
CETV1,http://120.55.49.231:3095/rtp/233.50.201.75:5140
CETV4,http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221226997/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EAw_OvjRgJVjtlaOa0dcgzg%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
CETV4,http://120.55.49.231:3095/rtp/233.50.200.162:5140

💰央视付费频道,#genre#
第一剧场,http://58.19.38.162:9901/tsfile/live/1035_1.m3u8?key=txiptv&playlive=1&authid=0
风云足球,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7150&tk=b53028476470
风云足球,http://58.19.38.162:9901/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&authid=0
风云足球,http://120.238.94.10:9901/tsfile/live/1087_1.m3u8
风云足球,http://183.11.239.36:808/hls/133/index.m3u8
世界地理,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7161&tk=b53028476470

📡卫视频道,#genre#
广东卫视,http://z.b.bkpcp.top/m.php?id=gdws
广东卫视,http://home.wwang.pw:35455/itv/1000000005000265034.m3u8?cdn=ystenlive
广东卫视,http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221226961/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7E2MGyx659D_aaDPP0qt3NgA%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
广东卫视,http://3501776.xyz:35455/itv/1000000005000265034.m3u8?cdn=ystenlive
广东卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0465&tk=b53028476470
广东卫视,http://220.170.241.204:9901/tsfile/live/0125_1.m3u8
广东卫视,http://58.19.38.162:9901/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://116.9.204.242:9901/tsfile/live/0125_2.m3u8
广东卫视,http://58.221.214.82:9901/tsfile/live/0125_1.m3u8
广东卫视,http://202.100.46.58:9901/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&authid=0
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=8ee59707fee3ef96c922e680-167055218938751&wsIPSercert=d24f6d7c9d3646d9533d492d5209384b&wsMonitor=0
浙江卫视,http://58.17.48.228:808/hls/32/index.m3u8
浙江卫视,http://home.wwang.pw:35455/itv/1000000005000265031.m3u8?cdn=ystenlive
浙江卫视,http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221226899/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7ETYfTgTra_pUx2cPrgZ_BDw%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
浙江卫视,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8?
浙江卫视,http://3501776.xyz:35455/itv/1000000005000265031.m3u8?cdn=ystenlive
浙江卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4002&tk=b53028476470
浙江卫视,http://58.19.38.162:9901/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://116.9.204.242:9901/tsfile/live/0122_2.m3u8
浙江卫视,http://60.223.224.176:8888/newlive/live/hls/23/live.m3u8
湖南卫视,http://58.17.48.228:808/hls/31/index.m3u8
湖南卫视,http://home.wwang.pw:35455/itv/1000000005000265024.m3u8?cdn=ystenlive
湖南卫视,http://3501776.xyz:35455/itv/1000000005000265024.m3u8?cdn=ystenlive
湖南卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3757&tk=b53028476470
湖南卫视,http://antvlive.ab5c6921.cdnviet.com/antv/playlist.m3u8
湖南卫视,http://58.19.38.162:9901/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://116.9.204.242:9901/tsfile/live/0128_1.m3u8
湖南卫视,http://58.221.214.82:9901/tsfile/live/0128_1.m3u8
湖南卫视,http://202.100.46.58:9901/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://58.19.43.46:9901/tsfile/live/1036_1.m3u8
北京卫视,http://36.32.174.67:60080/newlive/live/hls/25/live.m3u8
北京卫视,http://home.wwang.pw:35455/itv/1000000005000265027.m3u8?cdn=ystenlive
